use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC2,label,DB1,512,15,encrypt,14.797,12598464,0,0,false,full
UC2,label,DB1,512,15,eval,95.683,20871464,0,0,false,full
UC2,label,DB1,512,15,decrypt,3.425,4469280,1048576,1,true,full
UC2,std,DB1,512,16,setup,232.383,54810256,0,0,false,full
UC2,std,DB1,512,16,precomp,0.000,0,0,0,false,full
UC2,std,DB1,512,16,encrypt,14.054,7139128,0,0,false,full
UC2,std,DB1,512,16,eval,73.583,35507048,0,0,false,full
UC2,std,DB1,512,16,decrypt,4.837,1186384,2097152,1,true,full
UC2,std_modsw,DB1,512,16,setup,230.363,70039808,0,0,false,full
UC2,std_modsw,DB1,512,16,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB1,512,16,encrypt,12.886,7139128,0,0,false,full
UC2,std_modsw,DB1,512,16,eval,75.414,35507048,0,0,false,full
UC2,std_modsw,DB1,512,16,decrypt,5.828,25997000,1048576,1,true,full
UC2,label,DB1,512,16,setup,228.943,68465776,0,0,false,full
UC2,label,DB1,512,16,precomp,0.000,0,0,0,false,full
UC2,label,DB1,512,16,encrypt,17.468,12598272,0,0,false,full
UC2,label,DB1,512,16,eval,96.741,77137032,0,0,false,full
UC2,label,DB1,512,16,decrypt,3.735,4469280,1048576,1,true,full
UC2,std,DB1,512,17,setup,227.365,60062304,0,0,false,full
UC2,std,DB1,512,17,precomp,0.000,0,0,0,false,full
UC2,std,DB1,512,17,encrypt,13.771,7139128,0,0,false,full
UC2,std,DB1,512,17,eval,73.179,35507048,0,0,false,full
UC2,std,DB1,512,17,decrypt,4.669,1186384,2097152,1,true,full
UC2,std_modsw,DB1,512,17,setup,233.023,70039968,0,0,false,full
UC2,std_modsw,DB1,512,17,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB1,512,17,encrypt,12.619,7139128,0,0,false,full
UC2,std_modsw,DB1,512,17,eval,75.066,35507048,0,0,false,full
UC2,std_modsw,DB1,512,17,decrypt,6.061,25996984,1048576,1,true,full
UC2,label,DB1,512,17,setup,229.194,70039488,0,0,false,full
UC2,label,DB1,512,17,precomp,0.000,0,0,0,false,full
UC2,label,DB1,512,17,encrypt,17.000,12598544,0,0,false,full
UC2,label,DB1,512,17,eval,97.100,20936168,0,0,false,full
UC2,label,DB1,512,17,decrypt,3.820,4469280,1048576,1,true,full
UC2,std,DB1,512,18,setup,233.475,70039488,0,0,false,full
UC2,std,DB1,512,18,precomp,0.000,0,0,0,false,full
UC2,std,DB1,512,18,encrypt,12.783,7139128,0,0,false,full
UC2,std,DB1,512,18,eval,74.569,35507048,0,0,false,full
UC2,std,DB1,512,18,decrypt,4.030,1186384,2097152,1,true,full
UC2,std_modsw,DB1,512,18,setup,234.148,68465776,0,0,false,full
UC2,std_modsw,DB1,512,18,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB1,512,18,encrypt,13.540,7139128,0,0,false,full
UC2,std_modsw,DB1,512,18,eval,74.991,35507048,0,0,false,full
UC2,std_modsw,DB1,512,18,decrypt,5.848,25996984,1048576,1,true,full
UC2,label,DB1,512,18,setup,230.360,68465776,0,0,false,full
UC2,label,DB1,512,18,precomp,0.000,0,0,0,false,full
UC2,label,DB1,512,18,encrypt,15.410,12598384,0,0,false,full
UC2,label,DB1,512,18,eval,93.775,20871576,0,0,false,full
UC2,label,DB1,512,18,decrypt,2.748,4469280,1048576,1,true,full
UC2,std,DB1,512,19,setup,240.874,75557560,0,0,false,full
UC2,std,DB1,512,19,precomp,0.000,0,0,0,false,full
UC2,std,DB1,512,19,encrypt,13.256,7139128,0,0,false,full
