use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC3,std_modsw,DB1,512,15,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB1,512,15,encrypt,14.318,7139128,0,0,false,full
UC3,std_modsw,DB1,512,15,eval,267.294,52191400,0,0,false,full
UC3,std_modsw,DB1,512,15,decrypt,13.376,6047368,2097152,1,true,full
UC3,label,DB1,512,15,setup,231.366,70304808,0,0,false,full
UC3,label,DB1,512,15,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,15,encrypt,14.795,12598432,0,0,false,full
UC3,label,DB1,512,15,eval,335.460,83015416,0,0,false,full
UC3,label,DB1,512,15,decrypt,6.699,920984,2097152,1,true,full
UC3,std,DB1,512,16,setup,238.199,54810144,0,0,false,full
UC3,std,DB1,512,16,precomp,0.000,0,0,0,false,full
UC3,std,DB1,512,16,encrypt,12.948,7139128,0,0,false,full
UC3,std,DB1,512,16,eval,268.286,54298568,0,0,false,full
UC3,std,DB1,512,16,decrypt,8.697,6309192,4194304,1,true,full
UC3,std_modsw,DB1,512,16,setup,237.477,57960048,0,0,false,full
UC3,std_modsw,DB1,512,16,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB1,512,16,encrypt,13.170,7139128,0,0,false,full
UC3,std_modsw,DB1,512,16,eval,268.825,54298568,0,0,false,full
UC3,std_modsw,DB1,512,16,decrypt,12.800,4207880,2097152,1,true,full
UC3,label,DB1,512,16,setup,233.664,70571824,0,0,false,full
UC3,label,DB1,512,16,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,16,encrypt,15.369,12598368,0,0,false,full
UC3,label,DB1,512,16,eval,339.000,62651400,0,0,false,full
UC3,label,DB1,512,16,decrypt,7.496,1187032,2097152,1,true,full
UC3,std,DB1,512,17,setup,235.791,54810128,0,0,false,full
UC3,std,DB1,512,17,precomp,0.000,0,0,0,false,full
UC3,std,DB1,512,17,encrypt,12.534,7139128,0,0,false,full
UC3,std,DB1,512,17,eval,271.031,54298520,0,0,false,full
UC3,std,DB1,512,17,decrypt,8.597,-2226128,4194304,1,true,full
UC3,std_modsw,DB1,512,17,setup,230.576,63212912,0,0,false,full
