use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct
UC1,std,DB3,1000000,3,encrypt,15.383,7401272,0,0,false
UC1,std,DB3,1000000,3,eval,1.783,20084960,0,0,false
UC1,std,DB3,1000000,3,decrypt,3.756,5910136,2097152,1,true
UC1,label,DB3,1000000,3,precomp,2.550,0,0,0,false
UC1,label,DB3,1000000,3,setup,12.139,10013408,0,0,false
UC1,label,DB3,1000000,3,encrypt,18.566,6056488,0,0,false
UC1,label,DB3,1000000,3,eval,1.665,20215640,0,0,false
UC1,label,DB3,1000000,3,decrypt,2.937,10244176,1048576,1,true
UC1,std,DB3,1000000,4,precomp,2.993,0,0,0,false
UC1,std,DB3,1000000,4,setup,13.368,10013392,0,0,false
UC1,std,DB3,1000000,4,encrypt,15.022,7401272,0,0,false
UC1,std,DB3,1000000,4,eval,1.243,20084960,0,0,false
UC1,std,DB3,1000000,4,decrypt,4.671,5910136,2097152,1,true
UC1,label,DB3,1000000,4,precomp,2.985,0,0,0,false
UC1,label,DB3,1000000,4,setup,11.485,10013392,0,0,false
UC1,label,DB3,1000000,4,encrypt,17.654,6056488,0,0,false
UC1,label,DB3,1000000,4,eval,2.099,20215624,0,0,false
UC1,label,DB3,1000000,4,decrypt,3.370,10244176,1048576,1,true
UC1,std,DB3,1000000,5,precomp,3.721,0,0,0,false
UC1,std,DB3,1000000,5,setup,11.202,10013392,0,0,false
UC1,std,DB3,1000000,5,encrypt,14.660,7401272,0,0,false
UC1,std,DB3,1000000,5,eval,1.520,20084960,0,0,false
UC1,std,DB3,1000000,5,decrypt,3.908,5910136,2097152,1,true
UC1,label,DB3,1000000,5,precomp,2.735,0,0,0,false
UC1,label,DB3,1000000,5,setup,13.321,10013504,0,0,false
UC1,label,DB3,1000000,5,encrypt,19.785,6056488,0,0,false
UC1,label,DB3,1000000,5,eval,2.291,20215624,0,0,false
UC1,label,DB3,1000000,5,decrypt,3.090,10244176,1048576,1,true
UC1,std,DB3,1000000,6,precomp,3.241,0,0,0,false
UC1,std,DB3,1000000,6,setup,11.792,10013392,0,0,false
UC1,std,DB3,1000000,6,encrypt,14.823,7401272,0,0,false
UC1,std,DB3,1000000,6,eval,1.384,20085072,0,0,false
UC1,std,DB3,1000000,6,decrypt,4.853,5910136,2097152,1,true
UC1,label,DB3,1000000,6,precomp,2.432,0,0,0,false
UC1,label,DB3,1000000,6,setup,11.344,10013392,0,0,false
UC1,label,DB3,1000000,6,encrypt,17.645,6056488,0,0,false
UC1,label,DB3,1000000,6,eval,2.281,20215640,0,0,false
UC1,label,DB3,1000000,6,decrypt,3.769,10244176,1048576,1,true
UC1,std,DB3,1000000,7,precomp,2.800,0,0,0,false
UC1,std,DB3,1000000,7,setup,12.535,10013392,0,0,false
UC1,std,DB3,1000000,7,encrypt,13.836,7401272,0,0,false
UC1,std,DB3,1000000,7,eval,1.482,20084960,0,0,false
UC1,std,DB3,1000000,7,decrypt,4.100,5910136,2097152,1,true
UC1,label,DB3,1000000,7,precomp,2.702,0,0,0,false
UC1,label,DB3,1000000,7,setup,12.532,10013392,0,0,false
UC1,label,DB3,1000000,7,encrypt,19.847,6056488,0,0,false
UC1,label,DB3,1000000,7,eval,2.869,20215624,0,0,false
UC1,label,DB3,1000000,7,decrypt,3.046,10244176,1048576,1,true
UC1,std,DB3,1000000,8,precomp,3.262,0,0,0,false
UC1,std,DB3,1000000,8,setup,11.484,10013392,0,0,false
UC1,std,DB3,1000000,8,encrypt,15.085,7401272,0,0,false
UC1,std,DB3,1000000,8,eval,1.353,20084976,0,0,false
UC1,std,DB3,1000000,8,decrypt,4.166,5910136,2097152,1,true
UC1,label,DB3,1000000,8,precomp,2.344,0,0,0,false
UC1,label,DB3,1000000,8,setup,11.572,10013392,0,0,false
UC1,label,DB3,1000000,8,encrypt,17.600,6056488,0,0,false
UC1,label,DB3,1000000,8,eval,1.858,20215624,0,0,false
UC1,label,DB3,1000000,8,decrypt,3.075,10244176,1048576,1,true
UC1,std,DB3,1000000,9,precomp,3.480,0,0,0,false
UC1,std,DB3,1000000,9,setup,11.758,10013392,0,0,false
UC1,std,DB3,1000000,9,encrypt,14.625,7401272,0,0,false
UC1,std,DB3,1000000,9,eval,1.292,20084976,0,0,false
UC1,std,DB3,1000000,9,decrypt,4.795,5910136,2097152,1,true
UC1,label,DB3,1000000,9,precomp,2.636,0,0,0,false
UC1,label,DB3,1000000,9,setup,12.210,10013392,0,0,false
UC1,label,DB3,1000000,9,encrypt,17.419,6056488,0,0,false
UC1,label,DB3,1000000,9,eval,2.276,20215624,0,0,false
UC1,label,DB3,1000000,9,decrypt,3.244,10244176,1048576,1,true
UC1,std,DB3,1000000,10,precomp,2.848,0,0,0,false
UC1,std,DB3,1000000,10,setup,11.656,10013392,0,0,false
UC1,std,DB3,1000000,10,encrypt,14.875,7401272,0,0,false
UC1,std,DB3,1000000,10,eval,1.273,20084960,0,0,false
UC1,std,DB3,1000000,10,decrypt,3.742,5910136,2097152,1,true
UC1,label,DB3,1000000,10,precomp,2.542,0,0,0,false
UC1,label,DB3,1000000,10,setup,12.803,10013392,0,0,false
UC1,label,DB3,1000000,10,encrypt,18.603,6056488,0,0,false
UC1,label,DB3,1000000,10,eval,2.428,20215624,0,0,false
UC1,label,DB3,1000000,10,decrypt,2.746,10244176,1048576,1,true
UC1,std,DB3,1000000,11,precomp,2.720,0,0,0,false
UC1,std,DB3,1000000,11,setup,12.285,10013392,0,0,false
UC1,std,DB3,1000000,11,encrypt,14.607,7401272,0,0,false
UC1,std,DB3,1000000,11,eval,1.592,20084960,0,0,false
UC1,std,DB3,1000000,11,decrypt,4.392,5910136,2097152,1,true
UC1,label,DB3,1000000,11,precomp,2.631,0,0,0,false
UC1,label,DB3,1000000,11,setup,10.956,10013392,0,0,false
UC1,label,DB3,1000000,11,encrypt,18.131,6056488,0,0,false
UC1,label,DB3,1000000,11,eval,1.986,20215624,0,0,false
UC1,label,DB3,1000000,11,decrypt,3.865,10244176,1048576,1,true
UC1,std,DB3,1000000,12,precomp,2.542,0,0,0,false
UC1,std,DB3,1000000,12,setup,11.491,10013392,0,0,false
UC1,std,DB3,1000000,12,encrypt,13.268,7401272,0,0,false
UC1,std,DB3,1000000,12,eval,1.428,20085072,0,0,false
UC1,std,DB3,1000000,12,decrypt,4.096,5910136,2097152,1,true
UC1,label,DB3,1000000,12,precomp,2.356,0,0,0,false
UC1,label,DB3,1000000,12,setup,11.491,10013392,0,0,false
UC1,label,DB3,1000000,12,encrypt,17.113,6056600,0,0,false
UC1,label,DB3,1000000,12,eval,1.418,20215624,0,0,false
UC1,label,DB3,1000000,12,decrypt,3.242,10244176,1048576,1,true
UC1,std,DB3,1000000,13,precomp,2.934,0,0,0,false
UC1,std,DB3,1000000,13,setup,13.508,10013392,0,0,false
UC1,std,DB3,1000000,13,encrypt,14.820,7401272,0,0,false
UC1,std,DB3,1000000,13,eval,1.297,20084976,0,0,false
UC1,std,DB3,1000000,13,decrypt,4.039,5910136,2097152,1,true
UC1,label,DB3,1000000,13,precomp,3.270,0,0,0,false
UC1,label,DB3,1000000,13,setup,11.935,10013392,0,0,false
UC1,label,DB3,1000000,13,encrypt,18.251,6056488,0,0,false
UC1,label,DB3,1000000,13,eval,2.378,20215624,0,0,false
UC1,label,DB3,1000000,13,decrypt,3.482,10244176,1048576,1,true
UC1,std,DB3,1000000,14,precomp,4.440,0,0,0,false
UC1,std,DB3,1000000,14,setup,12.314,10013392,0,0,false
UC1,std,DB3,1000000,14,encrypt,15.783,7401288,0,0,false
UC1,std,DB3,1000000,14,eval,1.640,20084960,0,0,false
UC1,std,DB3,1000000,14,decrypt,4.861,5910136,2097152,1,true
UC1,label,DB3,1000000,14,precomp,2.720,0,0,0,false
UC1,label,DB3,1000000,14,setup,13.381,10013392,0,0,false
UC1,label,DB3,1000000,14,encrypt,18.438,6056488,0,0,false
UC1,label,DB3,1000000,14,eval,2.493,20215736,0,0,false
UC1,label,DB3,1000000,14,decrypt,3.297,10244176,1048576,1,true
UC1,std,DB3,1000000,15,precomp,2.312,0,0,0,false
UC1,std,DB3,1000000,15,setup,11.189,10013392,0,0,false
UC1,std,DB3,1000000,15,encrypt,14.452,7401272,0,0,false
UC1,std,DB3,1000000,15,eval,1.785,20084960,0,0,false
UC1,std,DB3,1000000,15,decrypt,5.175,5910136,2097152,1,true
UC1,label,DB3,1000000,15,precomp,3.204,0,0,0,false
UC1,label,DB3,1000000,15,setup,12.135,10013392,0,0,false
UC1,label,DB3,1000000,15,encrypt,17.789,6056488,0,0,false
UC1,label,DB3,1000000,15,eval,2.400,20215624,0,0,false
UC1,label,DB3,1000000,15,decrypt,3.383,10244176,1048576,1,true
UC1,std,DB3,1000000,16,precomp,2.752,0,0,0,false
UC1,std,DB3,1000000,16,setup,12.112,10013392,0,0,false
UC1,std,DB3,1000000,16,encrypt,14.117,7401272,0,0,false
UC1,std,DB3,1000000,16,eval,1.644,20084960,0,0,false
UC1,std,DB3,1000000,16,decrypt,4.361,5910136,2097152,1,true
UC1,label,DB3,1000000,16,precomp,2.565,0,0,0,false
UC1,label,DB3,1000000,16,setup,11.615,10013392,0,0,false
UC1,label,DB3,1000000,16,encrypt,17.969,6056488,0,0,false
UC1,label,DB3,1000000,16,eval,2.353,20215624,0,0,false
UC1,label,DB3,1000000,16,decrypt,2.951,10244176,1048576,1,true
UC1,std,DB3,1000000,17,precomp,2.814,0,0,0,false
UC1,std,DB3,1000000,17,setup,11.992,10013392,0,0,false
UC1,std,DB3,1000000,17,encrypt,14.726,7401272,0,0,false
UC1,std,DB3,1000000,17,eval,1.255,20084976,0,0,false
UC1,std,DB3,1000000,17,decrypt,4.790,5910136,2097152,1,true
UC1,label,DB3,1000000,17,precomp,3.123,0,0,0,false
UC1,label,DB3,1000000,17,setup,11.666,10013392,0,0,false
UC1,label,DB3,1000000,17,encrypt,17.372,6056488,0,0,false
UC1,label,DB3,1000000,17,eval,2.077,20215752,0,0,false
UC1,label,DB3,1000000,17,decrypt,4.054,10244176,1048576,1,true
UC1,std,DB3,1000000,18,precomp,2.885,0,0,0,false
UC1,std,DB3,1000000,18,setup,12.186,10013392,0,0,false
UC1,std,DB3,1000000,18,encrypt,15.299,7401272,0,0,false
UC1,std,DB3,1000000,18,eval,1.451,20084960,0,0,false
UC1,std,DB3,1000000,18,decrypt,5.482,5910136,2097152,1,true
UC1,label,DB3,1000000,18,precomp,2.355,0,0,0,false
UC1,label,DB3,1000000,18,setup,13.785,10013392,0,0,false
UC1,label,DB3,1000000,18,encrypt,17.641,6056488,0,0,false
UC1,label,DB3,1000000,18,eval,2.049,20215624,0,0,false
UC1,label,DB3,1000000,18,decrypt,3.235,10244176,1048576,1,true
UC1,std,DB3,1000000,19,precomp,2.916,0,0,0,false
UC1,std,DB3,1000000,19,setup,11.546,10013392,0,0,false
UC1,std,DB3,1000000,19,encrypt,15.753,7401272,0,0,false
UC1,std,DB3,1000000,19,eval,1.711,20084960,0,0,false
UC1,std,DB3,1000000,19,decrypt,4.296,5910136,2097152,1,true
UC1,label,DB3,1000000,19,precomp,2.839,0,0,0,false
UC1,label,DB3,1000000,19,setup,12.192,10013392,0,0,false
UC1,label,DB3,1000000,19,encrypt,19.143,6056488,0,0,false
UC1,label,DB3,1000000,19,eval,2.766,20215624,0,0,false
UC1,label,DB3,1000000,19,decrypt,3.365,10244176,1048576,1,true
UC1,std,DB3,1000000,20,precomp,2.978,0,0,0,false
UC1,std,DB3,1000000,20,setup,12.152,10013392,0,0,false
UC1,std,DB3,1000000,20,encrypt,14.830,7401272,0,0,false
UC1,std,DB3,1000000,20,eval,1.580,20084960,0,0,false
UC1,std,DB3,1000000,20,decrypt,4.070,5910136,2097152,1,true
UC1,label,DB3,1000000,20,precomp,3.712,0,0,0,false
UC1,label,DB3,1000000,20,setup,11.265,10013392,0,0,false
UC1,label,DB3,1000000,20,encrypt,17.391,6056488,0,0,false
UC1,label,DB3,1000000,20,eval,1.890,20215624,0,0,false
UC1,label,DB3,1000000,20,decrypt,2.762,10244176,1048576,1,true
